Machine_ID,Temperature,Run_Time,Downtime_Flag
1337,66.57,505,0
1338,100.71,570,0
1339,78.87,590,0
1340,95.7,1063,1
1341,80.17,307,0
1342,85.24,97,0
1343,65.11,1109,1
1344,65.29,267,0
1345,82.47,1182,0
1346,90.05,796,0
1347,86.17,16,0
1348,71.05,171,0
1349,75.91,1177,1
1350,83.0,173,0
1351,89.65,70,0
1352,80.35,1010,0
1353,68.4,175,0
1354,84.69,127,0
1355,93.89,228,0
1356,71.4,215,0
1357,73.1,43,0
1358,83.02,284,0
1359,78.48,446,0
1360,76.89,463,0
1361,85.38,836,0
1362,78.08,193,0
1363,69.65,610,0
1364,97.15,303,0
1365,57.65,289,0
1366,81.31,912,0
1367,85.21,193,0
1368,70.97,692,0
1369,95.27,29,0
1370,66.55,629,0
1371,77.32,426,0
1372,81.29,440,0
1373,86.49,841,0
1374,84.83,414,0
1375,81.7,791,0
1376,71.39,65,0
1377,69.7,461,0
1378,94.04,817,0
1379,89.05,835,0
1380,72.67,805,0
1381,95.27,134,0
1382,85.41,391,0
1383,94.63,97,0
1384,69.61,470,0
1385,68.73,411,0
1386,87.85,383,0
1387,64.33,695,0
1388,79.94,579,0
1389,78.96,245,0
1390,74.72,83,0
1391,77.64,882,0
1392,86.85,443,0
1393,95.41,683,0
1394,67.24,554,0
1395,77.69,793,0
1396,79.93,1144,0
1397,82.63,610,0
1398,94.3,689,0
1399,71.36,991,1
1400,74.75,1028,1
1401,82.3,673,0
1402,68.09,1017,0
1403,94.03,46,0
1404,86.34,1162,0
1405,92.3,274,0
1406,78.81,830,0
1407,86.62,725,0
1408,71.24,1127,0
1409,70.79,11,0
1410,81.09,277,0
1411,70.84,20,0
1412,75.61,500,0
1413,90.24,889,0
1414,86.24,634,0
1415,75.76,342,0
1416,76.58,128,0
1417,77.95,1179,1
1418,92.32,535,0
1419,81.34,290,0
1420,56.89,903,0
1421,98.9,746,0
1422,86.1,850,0
1423,92.11,1115,1
1424,79.26,818,0
1425,68.74,256,0
1426,67.88,998,0
1427,74.78,1150,0
1428,60.27,215,0
1429,69.74,327,0
1430,73.89,423,0
1431,88.09,403,0
1432,71.52,367,0
1433,77.15,262,0
1434,110.31,950,1
1435,94.5,844,0
1436,82.32,739,0
1437,74.77,622,0
1438,87.89,169,0
1439,91.67,715,0
1440,64.45,728,0
1441,71.54,726,0
1442,72.43,1099,1
1443,72.86,424,0
1444,66.41,125,0
1445,80.25,951,1
1446,68.37,77,0
1447,81.28,656,0
1448,70.58,305,0
1449,92.72,865,0
1450,92.91,320,0
1451,66.64,375,0
1452,83.21,113,0
1453,82.79,463,0
1454,78.53,840,0
1455,87.36,445,0
1456,88.11,1021,0
1457,83.92,1118,0
1458,107.88,843,0
1459,63.48,244,0
1460,87.82,39,0
1461,73.38,677,0
1462,65.75,343,0
1463,80.64,900,0
1464,72.99,172,0
1465,91.73,990,1
1466,70.66,267,0
1467,50.0,84,0
1468,90.49,1149,1
1469,78.71,644,0
1470,78.64,813,0
1471,73.84,677,0
1472,70.3,502,0
1473,99.17,424,0
1474,58.29,332,0
1475,69.37,986,0
1476,86.66,303,0
1477,77.87,167,0
1478,91.1,971,1
1479,74.42,938,0
1480,75.46,375,0
1481,74.56,1145,0
1482,74.78,228,0
1483,77.4,50,0
1484,67.35,525,0
1485,58.45,1063,1
1486,78.09,365,0
1487,83.75,667,0
1488,95.04,849,0
1489,69.15,883,0
1490,90.2,1137,1
1491,74.87,1022,0
1492,84.93,379,0
1493,71.55,552,0
1494,79.25,427,0
1495,78.05,177,0
1496,87.76,370,0
1497,66.48,555,0
1498,81.17,349,0
1499,83.87,194,0
1500,86.79,772,0
1501,76.21,656,0
1502,70.44,1106,1
1503,67.86,633,0
1504,72.22,83,0
1505,79.5,415,0
1506,86.36,936,1
1507,80.56,457,0
1508,69.0,743,0
1509,82.84,524,0
1510,78.17,304,0
1511,85.52,1081,0
1512,73.91,362,0
1513,81.85,987,1
1514,71.94,849,0
1515,88.12,1030,1
1516,61.12,913,0
1517,64.61,232,0
1518,79.43,119,0
1519,81.43,545,0
1520,85.61,296,0
1521,85.04,728,0
1522,68.77,1039,0
1523,87.0,1078,0
1524,92.48,864,0
1525,99.34,169,0
1526,88.82,1194,1
1527,80.39,528,0
1528,104.87,818,0
1529,77.42,1165,1
1530,80.25,1033,0
1531,64.77,1108,1
1532,76.52,495,0
1533,78.93,1095,0
1534,87.01,641,0
1535,82.07,965,1
1536,90.39,933,1
1537,78.01,165,0
1538,78.53,1112,1
1539,78.95,261,0
1540,68.85,451,0
1541,63.67,392,0
1542,75.37,196,0
1543,79.88,995,0
1544,68.5,627,0
1545,62.99,408,0
1546,90.92,1094,1
1547,110.56,385,0
1548,85.65,465,0
1549,76.82,221,0
1550,75.36,959,0
1551,83.77,24,0
1552,62.68,182,0
1553,79.21,569,0
1554,72.91,1175,0
1555,97.92,218,0
1556,82.25,855,0
1557,82.55,153,0
1558,83.1,576,0
1559,86.88,1012,0
1560,90.46,1162,1
1561,100.47,676,0
1562,80.01,923,1
1563,87.11,344,0
1564,79.13,320,0
1565,73.88,72,0
1566,84.98,307,0
1567,84.9,1095,1
1568,85.67,415,0
1569,77.02,1034,1
1570,77.7,525,0
1571,79.09,1164,1
1572,73.0,419,0
1573,79.44,669,0
1574,71.0,336,0
1575,88.98,639,0
1576,87.61,19,0
1577,73.87,960,1
1578,80.67,1149,1
1579,87.18,393,0
1580,78.47,510,0
1581,66.67,986,1
1582,80.44,120,0
1583,80.57,700,0
1584,73.13,1015,0
1585,77.13,1130,1
1586,79.02,738,0
1587,66.74,536,0
1588,71.8,1047,0
1589,69.18,742,0
1590,75.69,844,0
1591,90.83,502,0
1592,69.52,849,0
1593,55.83,621,0
1594,76.36,551,0
1595,89.95,845,0
1596,73.69,568,0
1597,98.94,933,1
1598,99.67,962,1
1599,72.74,868,0
1600,73.99,120,0
1601,79.69,318,0
1602,89.35,716,0
1603,81.54,817,0
1604,78.85,206,0
1605,81.47,404,0
1606,79.09,1182,1
1607,69.15,833,0
1608,82.03,1023,0
1609,92.22,673,0
1610,80.82,727,0
1611,69.21,1019,1
1612,100.27,411,0
1613,77.29,737,0
1614,95.72,32,0
1615,89.77,15,0
1616,78.56,416,0
1617,96.2,820,0
1618,80.33,264,0
1619,85.98,210,0
1620,79.87,412,0
1621,78.34,91,0
1622,74.51,459,0
1623,82.08,1128,1
1624,60.68,798,0
1625,59.72,1190,0
1626,72.84,287,0
1627,78.96,265,0
1628,85.57,939,1
1629,81.18,977,1
1630,84.15,637,0
1631,102.96,985,1
1632,72.75,396,0
1633,81.65,614,0
1634,101.33,637,0
1635,74.77,680,0
1636,75.05,746,0
1637,91.17,648,0
1638,71.64,565,0
1639,63.47,793,0
1640,76.26,464,0
1641,70.93,956,1
1642,79.93,1081,1
1643,73.76,549,0
1644,69.16,296,0
1645,76.96,455,0
1646,85.85,1140,0
1647,93.04,678,0
1648,79.04,1195,1
1649,81.54,879,0
1650,80.95,306,0
1651,82.22,855,0
1652,71.74,457,0
1653,63.22,1062,0
1654,75.41,90,0
1655,79.66,911,0
1656,89.82,286,0
1657,80.66,974,0
1658,87.95,917,0
1659,82.52,1061,0
1660,88.03,22,0
1661,71.45,1005,1
1662,89.62,1196,1
1663,79.72,1159,0
1664,81.59,332,0
1665,83.98,581,0
1666,86.85,532,0
1667,77.92,554,0
1668,75.24,897,0
1669,70.88,929,0
1670,96.39,280,0
1671,85.3,823,0
1672,82.54,47,0
1673,98.73,681,0
1674,71.61,81,0
1675,91.55,485,0
1676,58.86,638,0
1677,84.31,679,0
1678,88.65,566,0
1679,74.65,886,0
1680,68.79,1028,1
1681,57.28,750,0
1682,70.07,863,0
1683,85.2,824,0
1684,69.07,185,0
1685,64.62,349,0
1686,89.52,652,0
1687,91.7,335,0
1688,66.62,1076,0
1689,89.86,68,0
1690,64.9,585,0
1691,79.22,941,1
1692,83.56,350,0
1693,90.88,892,0
1694,73.18,967,1
1695,74.56,936,1
1696,68.25,544,0
1697,84.43,879,0
1698,79.03,807,0
1699,92.61,1061,1
1700,78.59,73,0
1701,80.64,320,0
1702,67.86,670,0
1703,93.85,856,0
1704,76.34,460,0
1705,82.21,225,0
1706,80.03,433,0
1707,74.47,992,0
1708,85.03,629,0
1709,78.08,574,0
1710,93.71,729,0
1711,50.0,772,0
1712,75.11,1011,0
1713,89.12,418,0
1714,73.55,835,0
1715,77.89,965,0
1716,70.35,1157,0
1717,103.9,526,0
1718,96.17,512,0
1719,81.29,1120,0
1720,84.48,799,0
1721,65.1,563,0
1722,85.11,119,0
1723,65.29,123,0
1724,93.08,891,0
1725,92.62,774,0
1726,78.64,1142,1
1727,75.79,1051,1
1728,95.12,58,0
1729,85.45,647,0
1730,87.14,1054,0
1731,93.23,62,0
1732,69.17,1134,0
1733,86.67,1144,1
1734,80.28,670,0
1735,86.97,350,0
1736,79.43,866,0
1737,75.45,192,0
1738,84.95,843,0
1739,83.97,649,0
1740,67.67,128,0
1741,83.51,588,0
1742,64.94,1117,1
1743,86.32,748,0
1744,84.57,376,0
1745,93.68,158,0
1746,63.4,1148,0
1747,76.54,1057,1
1748,76.7,820,0
1749,65.3,184,0
1750,70.06,807,0
1751,65.51,677,0
1752,79.23,1060,1
1753,64.97,48,0
1754,67.35,986,1
1755,79.48,584,0
1756,65.67,492,0
1757,74.33,496,0
1758,85.81,32,0
1759,69.18,1183,0
1760,80.39,101,0
1761,73.55,731,0
1762,81.65,619,0
1763,74.32,560,0
1764,83.39,1042,1
1765,55.67,299,0
1766,80.86,1021,0
1767,78.53,343,0
1768,61.9,869,0
1769,83.73,100,0
1770,70.71,243,0
1771,80.67,713,0
1772,86.9,461,0
1773,92.18,271,0
1774,75.65,218,0
1775,86.37,1164,1
1776,77.85,1066,1
1777,86.79,421,0
1778,92.56,1150,1
1779,80.38,578,0
1780,83.64,1164,0
1781,71.13,952,1
1782,86.09,486,0
1783,80.87,573,0
1784,88.69,112,0
1785,70.48,802,0
1786,69.57,406,0
1787,88.15,426,0
1788,76.92,61,0
1789,70.81,123,0
1790,65.82,826,0
1791,94.84,998,1
1792,93.28,402,0
1793,81.91,566,0
1794,80.03,954,1
1795,71.99,174,0
1796,83.98,1138,1
1797,89.63,55,0
1798,80.77,1071,0
1799,80.21,1183,0
1800,101.93,208,0
1801,73.58,309,0
1802,80.32,267,0
1803,102.67,674,0
1804,73.8,247,0
1805,60.24,650,0
1806,83.44,77,0
1807,77.11,712,0
1808,99.19,705,0
1809,93.52,796,0
1810,90.35,456,0
1811,68.14,726,0
1812,72.56,1065,1
1813,91.82,404,0
1814,94.8,916,1
1815,78.19,992,1
1816,62.96,367,0
1817,81.71,143,0
1818,68.44,547,0
1819,80.02,273,0
1820,66.36,590,0
1821,51.57,301,0
1822,75.6,841,0
1823,79.35,873,0
1824,80.98,1038,1
1825,81.31,547,0
1826,77.23,1024,1
1827,57.3,489,0
1828,94.82,593,0
1829,89.21,1012,0
1830,82.34,787,0
1831,59.35,1096,0
1832,96.26,237,0
1833,69.7,296,0
1834,93.66,492,0
1835,92.04,275,0
1836,81.82,853,0
1837,73.75,735,0
1838,81.84,1009,0
1839,67.8,232,0
1840,77.34,796,0
1841,73.28,153,0
1842,76.54,1023,0
1843,82.88,798,0
1844,78.64,135,0
1845,80.28,565,0
1846,90.62,649,0
1847,75.27,50,0
1848,89.87,380,0
1849,78.76,568,0
1850,73.07,902,0
1851,96.72,93,0
1852,72.64,534,0
1853,87.75,1030,0
1854,75.78,583,0
1855,76.91,874,0
1856,67.21,243,0
1857,78.67,468,0
1858,70.64,733,0
1859,66.89,320,0
1860,78.66,1179,1
1861,86.11,598,0
1862,76.32,558,0
1863,88.79,122,0
1864,74.12,993,1
1865,72.61,302,0
1866,101.13,1150,1
1867,71.79,1109,0
1868,73.51,482,0
1869,78.49,1054,0
1870,79.91,348,0
1871,69.33,922,0
1872,75.1,883,0
1873,77.74,359,0
1874,74.67,383,0
1875,83.5,599,0
1876,80.15,41,0
1877,71.63,193,0
1878,87.95,643,0
1879,87.21,473,0
1880,67.73,345,0
1881,97.99,1128,1
1882,79.85,20,0
1883,92.86,33,0
1884,71.43,507,0
1885,71.49,494,0
1886,98.41,959,1
1887,77.64,19,0
1888,85.67,952,0
1889,90.55,27,0
1890,82.45,765,0
1891,64.41,310,0
1892,68.8,353,0
1893,68.43,122,0
1894,92.53,389,0
1895,89.83,534,0
1896,88.67,812,0
1897,88.03,199,0
1898,74.94,374,0
1899,87.84,461,0
1900,88.36,650,0
1901,67.13,599,0
1902,73.56,771,0
1903,71.34,310,0
1904,63.69,1093,0
1905,81.71,1114,1
1906,69.79,528,0
1907,68.88,576,0
1908,82.1,45,0
1909,78.73,475,0
1910,77.85,184,0
1911,72.26,882,0
1912,68.36,1030,0
1913,80.84,437,0
1914,76.53,668,0
1915,74.54,102,0
1916,84.46,104,0
1917,76.16,344,0
1918,57.53,306,0
1919,76.77,281,0
1920,79.3,380,0
1921,78.82,1042,1
1922,75.09,533,0
1923,69.65,785,0
1924,78.83,135,0
1925,76.55,48,0
1926,75.11,388,0
1927,92.17,1027,1
1928,81.47,12,0
1929,91.08,635,0
1930,66.2,321,0
1931,60.51,413,0
1932,86.03,31,0
1933,91.34,719,0
1934,79.08,622,0
1935,88.13,556,0
1936,78.72,1039,1
1937,68.59,494,0
1938,73.05,139,0
1939,77.52,383,0
1940,83.87,1114,0
1941,74.62,1182,0
1942,78.2,1043,1
1943,85.8,809,0
1944,85.53,38,0
1945,62.46,823,0
1946,68.13,702,0
1947,71.56,580,0
1948,92.86,648,0
1949,88.29,1004,0
1950,67.66,243,0
1951,94.54,663,0
1952,85.99,458,0
1953,82.31,737,0
1954,82.49,261,0
1955,52.69,144,0
1956,73.82,652,0
1957,91.62,611,0
1958,74.98,159,0
1959,97.69,748,0
1960,77.28,734,0
1961,55.01,955,0
1962,73.98,337,0
1963,50.0,72,0
1964,88.74,1133,1
1965,61.78,1046,0
1966,87.98,1169,0
1967,71.87,1057,1
1968,72.78,630,0
1969,80.2,378,0
1970,85.23,840,0
1971,81.46,479,0
1972,94.32,1021,1
1973,74.25,32,0
1974,72.66,1147,1
1975,65.09,1003,0
1976,93.91,988,1
1977,86.63,967,1
1978,70.05,779,0
1979,63.86,265,0
1980,81.65,1013,0
1981,73.72,263,0
1982,87.31,1063,0
1983,67.64,740,0
1984,96.39,191,0
1985,94.31,244,0
1986,81.77,659,0
1987,92.49,1104,1
1988,72.89,940,0
1989,63.52,10,0
1990,99.59,367,0
1991,80.26,1044,0
1992,71.95,320,0
1993,87.15,1121,0
1994,90.24,1119,1
1995,72.75,1198,0
1996,82.52,435,0
1997,92.8,890,0
1998,75.27,77,0
1999,73.41,716,0
2000,64.63,118,0
2001,78.04,998,0
2002,95.42,193,0
2003,81.85,340,0
2004,85.55,371,0
2005,81.33,265,0
2006,85.01,651,0
2007,103.86,798,0
2008,70.75,732,0
2009,89.16,1020,1
2010,85.51,576,0
2011,80.84,508,0
2012,73.93,813,0
2013,72.18,1014,1
2014,73.68,790,0
2015,90.6,1141,1
2016,76.08,98,0
2017,78.5,652,0
2018,73.65,799,0
2019,79.64,1189,0
2020,81.53,781,0
2021,85.14,1165,0
2022,72.75,835,0
2023,78.12,492,0
2024,84.08,730,0
2025,74.59,216,0
2026,74.43,1179,0
2027,82.24,798,0
2028,79.18,613,0
2029,89.06,39,0
2030,84.15,919,1
2031,65.05,812,0
2032,94.42,31,0
2033,100.15,778,0
2034,58.96,336,0
2035,85.29,915,1
2036,66.35,1138,1
2037,78.35,872,0
2038,83.74,278,0
2039,78.52,171,0
2040,87.61,275,0
2041,72.63,1176,0
2042,93.7,669,0
2043,64.02,889,0
2044,94.49,12,0
2045,83.2,954,0
2046,95.61,260,0
2047,77.93,736,0
2048,68.4,319,0
2049,87.24,797,0
2050,75.62,834,0
2051,80.55,1089,0
2052,90.29,131,0
2053,85.15,379,0
2054,89.03,462,0
2055,78.77,356,0
2056,69.36,590,0
2057,76.53,262,0
2058,77.1,907,1
2059,92.35,696,0
2060,73.56,110,0
2061,88.88,912,0
2062,104.52,433,0
2063,89.79,798,0
2064,108.67,752,0
2065,68.3,905,1
2066,77.61,865,0
2067,68.84,144,0
2068,80.89,358,0
2069,88.48,814,0
2070,69.43,940,1
2071,75.86,862,0
2072,63.48,1136,0
2073,81.85,572,0
2074,82.6,536,0
2075,99.55,954,1
2076,79.0,295,0
2077,103.78,371,0
2078,81.6,672,0
2079,72.72,1199,0
2080,82.68,58,0
2081,91.22,224,0
2082,88.15,1146,1
2083,99.62,1091,1
2084,78.47,527,0
2085,85.99,1035,0
2086,70.07,738,0
2087,79.96,1079,0
2088,89.8,53,0
2089,69.75,847,0
2090,82.16,710,0
2091,65.21,517,0
2092,57.93,265,0
2093,82.15,127,0
2094,51.45,937,0
2095,79.67,517,0
2096,86.56,470,0
2097,83.18,259,0
2098,71.09,179,0
2099,70.84,1177,0
2100,89.17,899,0
2101,62.43,1002,0
2102,103.93,562,0
2103,92.63,585,0
2104,74.96,170,0
2105,69.7,1149,1
2106,93.51,198,0
2107,102.36,769,0
2108,73.58,60,0
2109,94.56,659,0
2110,93.31,348,0
2111,87.36,244,0
2112,80.19,248,0
2113,81.3,117,0
2114,76.94,915,1
2115,92.8,291,0
2116,78.24,678,0
2117,94.86,532,0
2118,78.23,671,0
2119,74.91,956,0
2120,63.71,1072,0
2121,67.6,1051,0
2122,77.1,322,0
2123,75.48,799,0
2124,73.74,383,0
2125,91.32,1006,1
2126,78.21,850,0
2127,67.26,102,0
2128,86.27,1134,0
2129,87.89,125,0
2130,97.17,50,0
2131,93.77,533,0
2132,75.83,153,0
2133,97.84,626,0
2134,88.27,321,0
2135,80.9,500,0
2136,73.6,122,0
2137,83.95,887,0
2138,56.67,128,0
2139,97.72,473,0
2140,78.89,785,0
2141,76.58,643,0
2142,78.41,718,0
2143,86.58,786,0
2144,67.73,277,0
2145,63.25,934,0
2146,66.62,189,0
2147,93.45,909,1
2148,91.57,773,0
2149,71.48,160,0
2150,84.23,661,0
2151,75.75,171,0
2152,91.09,15,0
2153,81.34,734,0
2154,94.26,507,0
2155,81.39,191,0
2156,85.82,349,0
2157,80.42,544,0
2158,69.5,26,0
2159,86.31,616,0
2160,86.19,746,0
2161,87.4,427,0
2162,90.79,587,0
2163,63.5,776,0
2164,81.88,775,0
2165,72.28,829,0
2166,87.79,1179,0
2167,67.78,636,0
2168,77.25,1127,1
2169,83.92,961,0
2170,92.71,1157,1
2171,86.02,200,0
2172,80.8,19,0
2173,84.68,365,0
2174,82.94,571,0
2175,74.66,733,0
2176,94.25,924,1
2177,88.14,798,0
2178,69.29,1038,1
2179,86.32,484,0
2180,80.3,887,0
2181,68.09,637,0
2182,82.75,408,0
2183,80.78,1052,0
2184,80.25,951,1
2185,73.26,174,0
2186,76.7,517,0
2187,57.31,655,0
2188,75.15,435,0
2189,90.9,873,0
2190,66.81,47,0
2191,74.99,347,0
2192,68.58,61,0
2193,75.38,1020,1
2194,90.17,160,0
2195,76.87,514,0
2196,87.34,61,0
2197,81.79,487,0
2198,87.66,169,0
2199,77.2,448,0
2200,86.79,730,0
2201,92.54,491,0
2202,75.48,831,0
2203,65.74,638,0
2204,92.21,126,0
2205,76.41,1136,1
2206,73.66,383,0
2207,76.28,994,1
2208,79.96,225,0
2209,85.77,336,0
2210,97.78,905,1
2211,97.05,244,0
2212,67.48,1108,0
2213,79.53,193,0
2214,76.12,1018,0
2215,86.98,65,0
2216,90.45,804,0
2217,58.66,327,0
2218,90.68,733,0
2219,99.17,336,0
2220,77.62,585,0
2221,86.92,108,0
2222,83.09,350,0
2223,75.38,16,0
2224,70.36,599,0
2225,85.0,598,0
2226,97.16,34,0
2227,90.15,432,0
2228,64.65,1045,0
2229,63.35,475,0
2230,85.32,427,0
2231,66.34,285,0
2232,71.15,275,0
2233,78.18,892,0
2234,78.71,419,0
2235,98.29,772,0
2236,79.06,507,0
2237,87.97,1186,0
2238,66.41,528,0
2239,85.26,416,0
2240,76.34,990,1
2241,88.19,816,0
2242,82.42,716,0
2243,90.45,92,0
2244,71.0,749,0
2245,87.87,625,0
2246,94.47,603,0
2247,97.8,632,0
2248,59.81,502,0
2249,96.83,451,0
2250,70.53,622,0
2251,75.68,1074,1
2252,94.57,171,0
2253,90.55,1059,1
2254,78.91,923,1
2255,64.46,181,0
2256,70.97,480,0
2257,67.8,584,0
2258,79.7,163,0
2259,86.78,660,0
2260,107.48,765,0
2261,76.04,20,0
2262,65.57,207,0
2263,79.19,516,0
2264,78.45,704,0
2265,86.97,484,0
2266,79.0,717,0
2267,85.77,815,0
2268,80.71,764,0
2269,71.78,994,1
2270,85.73,940,0
2271,74.32,760,0
2272,86.97,820,0
2273,73.9,1149,0
2274,87.09,805,0
2275,68.12,18,0
2276,84.93,255,0
2277,75.55,380,0
2278,70.54,1196,0
2279,60.8,437,0
2280,87.32,117,0
2281,75.77,997,0
2282,93.43,1182,1
2283,74.93,633,0
2284,50.0,888,0
2285,62.7,700,0
2286,77.86,565,0
2287,81.9,806,0
2288,58.86,413,0
2289,94.24,494,0
2290,91.03,69,0
2291,91.69,913,1
2292,84.7,482,0
2293,87.3,190,0
2294,80.4,430,0
2295,101.05,664,0
2296,74.71,782,0
2297,66.44,1090,0
2298,88.28,136,0
2299,85.75,917,1
2300,71.74,940,1
2301,74.5,1140,1
2302,103.3,1058,1
2303,79.08,39,0
2304,94.71,663,0
2305,84.42,1062,0
2306,78.72,963,1
2307,85.78,201,0
2308,92.38,1134,1
2309,75.33,241,0
2310,86.94,271,0
2311,76.21,1024,0
2312,80.15,1117,0
2313,98.6,422,0
2314,82.29,616,0
2315,69.53,802,0
2316,63.68,304,0
2317,77.72,700,0
2318,92.18,509,0
2319,71.53,766,0
2320,66.95,622,0
2321,77.8,959,0
2322,78.9,309,0
2323,74.15,701,0
2324,103.53,282,0
2325,74.3,42,0
2326,71.28,445,0
2327,85.16,1175,1
2328,90.22,152,0
2329,91.29,361,0
2330,86.38,891,0
2331,73.64,149,0
2332,81.63,128,0
2333,62.34,142,0
2334,82.11,411,0
2335,58.86,889,0
2336,96.55,294,0
2337,73.26,185,0
2338,73.11,1023,1
2339,80.7,667,0
2340,89.63,567,0
2341,85.47,283,0
2342,75.25,1182,0
2343,93.02,835,0
2344,79.35,493,0
2345,88.74,412,0
2346,82.06,729,0
2347,79.26,541,0
2348,82.65,826,0
2349,76.63,161,0
2350,83.91,810,0
2351,76.99,214,0
2352,70.64,1013,1
2353,78.72,673,0
2354,98.15,482,0
2355,80.72,1087,0
2356,97.25,769,0
2357,81.41,681,0
2358,88.85,1124,0
2359,75.06,308,0
2360,103.27,557,0
2361,85.8,342,0
2362,84.48,1001,1
2363,86.51,1038,0
2364,82.64,542,0
2365,89.05,860,0
2366,85.9,887,0
2367,74.8,346,0
2368,74.82,256,0
2369,84.69,501,0
2370,81.08,1069,1
2371,72.26,422,0
2372,95.21,17,0
2373,80.47,554,0
2374,62.08,100,0
2375,97.82,286,0
2376,74.22,376,0
2377,86.79,228,0
2378,68.42,285,0
2379,83.3,399,0
2380,78.07,619,0
2381,97.97,789,0
2382,89.27,722,0
2383,84.25,753,0
2384,78.41,1167,1
2385,79.86,457,0
2386,95.9,567,0
2387,76.89,245,0
2388,87.48,569,0
2389,73.72,311,0
2390,73.76,217,0
2391,58.51,541,0
2392,65.59,404,0
2393,78.13,152,0
2394,81.2,1053,1
2395,70.83,299,0
2396,65.45,416,0
2397,94.37,996,1
2398,67.36,329,0
2399,77.04,832,0
2400,96.21,937,1
2401,82.44,1078,0
2402,78.79,419,0
2403,78.9,971,1
2404,92.41,529,0
2405,56.34,466,0
2406,73.04,643,0
2407,83.57,637,0
2408,89.87,310,0
2409,79.28,783,0
2410,78.45,190,0
2411,73.82,104,0
2412,86.75,463,0
2413,77.97,49,0
2414,87.77,36,0
2415,77.5,1182,0
2416,90.59,407,0
2417,75.89,935,0
2418,93.55,718,0
2419,75.24,42,0
2420,75.34,210,0
2421,83.0,903,0
2422,83.12,965,0
2423,72.15,630,0
2424,88.27,881,0
2425,74.09,411,0
2426,102.53,1011,1
2427,74.07,1064,0
2428,98.76,874,0
2429,78.38,297,0
2430,84.6,1033,1
2431,70.06,74,0
2432,87.54,405,0
2433,81.88,468,0
2434,81.48,59,0
2435,62.6,94,0
2436,84.35,366,0
2437,75.8,985,0
2438,82.07,1037,0
2439,83.73,1200,0
2440,54.95,879,0
2441,85.98,196,0
2442,83.03,854,0
2443,75.71,1057,1
2444,91.31,624,0
2445,84.64,83,0
2446,89.67,413,0
2447,74.61,567,0
2448,69.19,675,0
2449,94.58,1145,1
2450,85.89,373,0
2451,67.24,186,0
2452,92.4,1080,1
2453,81.21,632,0
2454,82.89,344,0
2455,81.25,966,0
2456,71.43,139,0
2457,104.58,1067,1
2458,93.58,1134,1
2459,83.75,416,0
2460,66.36,393,0
2461,82.31,1142,1
2462,66.92,21,0
2463,80.21,398,0
2464,95.99,142,0
2465,81.96,387,0
2466,83.27,957,0
2467,76.06,514,0
2468,89.65,378,0
2469,72.95,603,0
2470,79.54,524,0
2471,90.11,234,0
2472,92.25,497,0
2473,77.11,1114,1
2474,90.19,512,0
2475,86.58,41,0
2476,90.58,1170,1
2477,94.81,678,0
2478,77.51,639,0
2479,84.16,684,0
2480,78.69,535,0
2481,56.97,823,0
2482,77.62,221,0
2483,88.35,704,0
2484,60.53,294,0
2485,97.53,1100,1
2486,77.73,1157,1
2487,89.03,111,0
2488,58.95,419,0
2489,67.62,721,0
2490,79.12,602,0
2491,87.17,480,0
2492,86.6,1050,1
2493,78.57,921,0
2494,72.77,105,0
2495,85.5,291,0
2496,89.74,485,0
2497,78.79,899,0
2498,87.21,1142,1
2499,68.29,696,0
2500,84.33,97,0
2501,80.82,47,0
2502,88.61,444,0
2503,90.13,732,0
2504,77.05,623,0
2505,69.95,923,0
2506,94.03,411,0
2507,80.31,1181,0
2508,70.89,604,0
2509,78.99,431,0
2510,77.85,499,0
2511,72.74,790,0
2512,74.03,1180,1
2513,82.2,132,0
2514,73.82,940,0
2515,84.44,687,0
2516,83.08,426,0
2517,83.07,916,0
2518,79.67,1032,0
2519,77.35,567,0
2520,80.46,356,0
2521,80.5,656,0
2522,95.84,239,0
2523,86.23,714,0
2524,74.23,822,0
2525,88.12,239,0
2526,83.78,1032,0
2527,77.92,870,0
2528,85.28,1014,1
2529,102.59,480,0
2530,83.38,423,0
2531,83.99,920,0
2532,76.36,918,1
2533,84.07,127,0
2534,94.41,912,1
2535,73.0,1153,0
2536,74.78,992,1
2537,76.18,587,0
2538,80.54,290,0
2539,67.28,1060,1
2540,79.09,279,0
2541,66.14,758,0
2542,75.76,571,0
2543,77.06,92,0
2544,67.55,49,0
2545,77.54,456,0
2546,81.05,384,0
2547,88.46,210,0
2548,71.27,1103,0
2549,73.32,262,0
2550,76.98,1061,1
2551,99.49,151,0
2552,68.84,44,0
2553,81.97,474,0
2554,79.9,931,1
2555,81.58,557,0
2556,85.82,1049,1
2557,76.98,491,0
2558,79.73,1058,1
2559,79.79,813,0
2560,72.53,1049,0
2561,69.08,423,0
2562,81.7,56,0
2563,92.15,608,0
2564,80.93,197,0
2565,64.28,858,0
2566,78.76,483,0
2567,73.75,674,0
2568,60.22,210,0
2569,89.93,130,0
2570,95.71,1105,1
2571,74.62,187,0
2572,95.81,858,0
2573,84.36,359,0
2574,81.16,585,0
2575,83.99,714,0
2576,86.34,148,0
2577,77.16,1025,1
2578,80.41,197,0
2579,94.99,938,1
2580,87.06,467,0
2581,80.96,1088,1
2582,77.4,965,0
2583,80.63,147,0
2584,78.54,189,0
2585,81.04,338,0
2586,88.22,978,1
2587,78.27,207,0
